Date,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
197011,   4.95,  -0.13,   4.99,   2.61,   4.94,   4.94,   4.71,   0.73,   1.94,   1.35,   3.27,   8.47,   4.25,   9.39,   7.57,   5.95,   4.43
197012,   6.12,   5.71,   2.18,  13.69,   5.88,   9.72,   5.49,   8.98,   7.44,   6.39,   5.16,   5.85,   9.11,   7.13,   5.00,   9.59,   7.08
197101,   3.06,   5.48,   0.46,   9.60,   6.24,   6.79,   3.41,   6.64,   4.29,   7.70,   5.63,   2.32,  16.15,   2.95,   8.02,   5.22,   7.07
197102,   2.23,   3.39,   4.61,   6.20,   2.34,   1.78,   1.29,   0.42,  -0.12,   3.85,   3.05,   0.20,   3.15,  -2.58,   3.67,   1.87,   0.09
197103,   3.97,   6.59,   2.87,   2.24,   6.78,   3.42,   4.01,   0.67,   3.99,   4.01,   6.30,   3.12,   2.89,   2.39,   6.83,   7.20,   3.88
197104,   1.68,   3.75,   4.04,   1.57,   5.09,   6.45,   2.77,   4.11,   2.81,   2.97,   2.89,   8.65,  10.16,  -3.54,   5.36,   2.28,   3.43
197105,  -1.58,  -2.97,  -4.23,  -3.88,  -0.78,  -0.71,  -2.96,  -5.23,  -3.69,  -3.81,  -5.85,  -5.12,  -3.78,  -3.69,  -1.74,  -5.40,  -4.16
197106,   1.11,  -0.43,   1.10,  -3.81,   2.11,  -0.14,   2.71,  -3.21,  -4.75,  -2.86,  -1.65,  -1.98,  -2.38,   4.29,   0.21,  -0.03,   0.73
197107,  -1.04,  -5.35,  -1.94,  -5.79,  -6.81,  -4.06,  -2.32,  -3.83,  -7.54,  -5.49,  -7.85,  -2.93,  -6.67,  -2.15,  -3.16,  -1.88,  -4.54
197108,   2.07,  -2.39,  -0.91,   6.88,   8.25,   8.15,   3.60,   6.32,   8.63,   6.07,   7.49,   9.80,  12.08,  -2.33,   6.41,   6.72,   1.30
197109,   0.42,  -3.52,  -1.68,  -0.25,   1.16,   0.21,   0.43,   1.93,  -7.37,  -3.02,  -1.12,   0.24,  -0.04,  -1.49,   0.63,  -0.27,  -0.52
197110,  -2.79, -12.83,  -4.41,  -6.07,  -4.68,  -6.50,  -2.82,  -6.24, -10.21,  -9.50,  -4.77,  -4.95,  -3.53,   2.04,  -3.46,  -2.29,  -4.40
197111,   0.50,  -3.87,  -0.12,  -3.40,   2.09,  -1.43,   0.60,  -4.12,  -2.53,  -2.24,   0.29,  -0.38,  -0.86,  -1.22,   0.52,   1.14,  -0.04
197112,   9.52,  12.59,   8.66,  12.32,   8.93,   6.84,   7.91,   8.48,  13.94,  10.29,  11.51,   5.66,  10.98,   8.12,   9.93,   5.88,   9.76
197201,   0.70,   8.05,   0.16,   5.96,   3.72,   4.43,   2.89,   1.60,   4.35,   1.40,   7.03,   4.40,   8.19,  -0.32,   0.05,   0.79,   1.97
197202,   4.13,   4.82,   3.00,   2.12,   6.06,   2.66,   7.71,   3.38,   6.83,   6.68,   2.32,  -0.63,   2.89,  -2.50,   5.80,   0.03,   2.66
197203,  -0.22,  -1.61,  -5.07,  -1.52,   4.32,   2.45,   0.46,   0.81,   0.28,  -2.01,   2.31,   5.20,  -0.18,  -0.14,   2.25,   5.15,  -0.50
197204,   2.15,   0.45,  -0.64,  -1.44,   2.05,   2.20,   1.69,   2.05,   0.21,   0.72,   2.24,  -2.50,   1.11,  -2.80,  -0.71,   2.57,   0.06
197205,   0.74,   1.54,   3.03,  -4.62,   3.73,   1.37,   4.11,  -3.27,  -1.45,  -4.31,   3.53,  -2.83,   1.37,  -0.17,   1.74,  -1.89,   2.09
197206,  -0.60,  -2.36,  -0.92,  -1.82,  -0.73,  -3.87,   0.91,  -3.33,  -5.42,  -1.22,  -1.49,  -2.60,  -8.07,  -1.56,  -3.85,  -3.82,  -2.95
197207,   0.65,  -3.60,  -0.45,  -3.48,  -0.37,  -0.30,   2.78,  -2.86,  -3.89,   1.03,   0.50,  -1.59,  -2.62,   0.05,  -2.24,  -1.01,  -1.06
197208,   1.53,   3.92,  12.16,  -1.16,  -1.77,   7.59,   0.60,   0.86,   8.40,   3.24,   2.59,   4.50,   1.52,   5.95,  -0.61,   6.03,   3.87
197209,  -1.17,  -4.63,  -0.65,  -3.44,   1.63,  -4.61,  -0.54,  -3.02,  -3.93,  -3.58,  -1.10,  -1.20,  -5.14,   0.18,  -0.13,  -0.19,   0.20
197210,   1.21,  -0.74,   3.65,  -0.39,   0.43,   0.10,   2.53,  -0.57,  -1.90,  -1.74,  -3.15,  -3.40,   1.49,   6.77,   1.15,   1.65,   1.28
197211,   5.68,   4.54,   6.32,   9.59,   0.62,   5.93,   1.48,   7.81,  13.28,   4.07,   2.65,  10.20,   6.24,   6.39,   6.14,   4.72,   5.35
197212,   1.74,   2.61,   1.45,  -2.28,   3.95,   1.07,   3.36,  -2.04,  -5.64,  -0.14,   1.51,   0.05,  -3.90,  -1.54,   1.95,  -0.82,   1.15
197301,  -3.19,   2.23,   4.20,  -7.25,  -5.91,  -2.40,  -0.82,  -7.62,  -1.17,  -5.46,   1.85,  -5.92,  -9.33,  -4.28,  -3.83,  -7.52,  -3.80
197302,  -3.21,   3.25,  -7.15,  -9.18,  -1.37,  -0.26,  -0.38,  -8.07,  -1.60,  -3.47,  -3.18,  -6.58,  -5.81,  -1.98,  -6.47,  -6.13,  -5.90
197303,  -1.01,  -2.12,   3.35,  -2.62,  -1.65,   0.77,   0.46,  -2.10,   3.68,   1.28,  -1.19,  -2.53,   1.75,  -2.16,  -5.54,  -0.43,  -0.38
197304,  -4.19,  -1.63,  -1.24,  -7.55,  -6.92,  -3.53,  -5.00,  -4.96,  -1.17,  -0.76,  -6.42,  -3.16,  -8.13,  -0.58,  -8.57,  -8.05,  -3.89
197305,  -0.94,  -2.21,  -2.44,  -6.70,   0.24,  -1.04,   0.34,  -4.93,  -5.16,  -2.11,  -2.47,  -6.04,  -8.42,   0.36,  -1.59,  -3.22,  -2.65
197306,  -3.16,   1.21,   2.11,  -9.54,   1.02,  -1.55,   1.01,  -2.71,  -2.68,  -1.24,   0.15,  -2.79,  -6.20,  -2.47,  -5.89,   2.53,  -2.06
197307,   5.98,   7.85,   0.68,  11.26,   4.93,   7.09,   6.03,  13.96,   7.10,   7.96,   6.07,   5.37,   9.81,  -2.39,  10.52,   9.11,   6.03
197308,  -1.99,  -0.34,  -3.35,  -6.47,  -3.48,  -1.67,  -7.83,  -2.21,   1.09,  -0.56,  -2.40,  -3.15,  -3.67,  -2.09,  -4.36,  -2.30,  -2.29
197309,   5.94,  11.30,   9.37,   8.26,   0.10,  10.29,  -0.35,   9.48,   9.85,   6.43,  -1.07,   6.98,  10.76,   7.90,   7.01,   7.37,   6.68
197310,  -1.86,   6.37,   5.74,  -3.14,  -0.61,   2.75,   0.32,  -0.54,   7.40,   2.08,   4.06,  -7.25,  -0.18,  -3.38,  -3.88,  -1.80,  -2.68
197311, -12.64,  -6.46,  -5.28, -23.11, -13.15, -17.86,  -8.36, -19.21, -14.15,  -8.53, -10.86, -20.48, -15.35, -11.61, -18.93, -12.33, -11.87
197312,  -0.90,   8.08,   8.55,  -7.87,  -1.17,   5.85,  -5.20,   0.81,  10.51,   2.64,  -3.50,  -4.13,   4.44,   3.41,   0.00,   2.18,   1.79
197401,   1.49,   5.12,  -8.57,  10.33,  -1.79,   1.92,  -1.76,   6.26,   4.91,  -0.52,  -0.37,  11.86,   2.97,   4.55,   6.77,   0.28,   1.46
197402,   0.11,   2.09,  -1.28,   1.31,  -3.29,   1.92,  -1.37,   3.83,   3.44,  -0.29,  -0.61,  -0.22,   6.94,   0.27,   0.65,   0.58,   0.70
197403,  -2.31,  -4.41,  -3.64,   0.63,  -0.46,   1.57,   0.19,  -0.67,  -2.66,  -3.38,  -2.84,   0.45,  -5.01,  -3.63,  -3.60,  -4.13,  -1.80
197404,  -3.43,  -7.16,  -6.77,  -2.65,  -5.52,   0.98,  -1.48,  -4.47,   0.19,  -6.13,  -3.41,  -2.59,  -3.55, -12.19,  -1.90,  -6.83,  -4.26
197405,  -3.94,  -7.83,  -7.57,  -6.92,   0.19,  -0.13,   1.05,  -6.77,  -8.88, -11.52,  -4.65,   2.92,  -5.11,  -4.89,   1.87, -10.08,  -3.74
197406,  -0.47,   0.59,   0.11,  -2.59,  -1.82,   0.50,  -0.52,  -4.69,   2.99,  -2.12,  -2.63,  -3.47,  -1.17,  -6.17,  -2.55,  -6.77,  -2.20
197407, -12.29,   5.04,  -0.98,  -3.25, -13.77,  -4.36, -12.81,  -5.56,   4.00,  -7.02,  -7.94, -11.90,  -6.55,   0.79, -13.73,  -7.20,  -7.48
197408, -12.21,  -9.10,  -8.47,  -6.22, -10.56, -11.02,  -8.24,  -9.38,  -7.99,  -8.18,  -6.79,  -4.25,  -9.44,  -8.62, -13.64, -11.78,  -6.70
197409, -13.37, -12.43,  -7.90,  -9.69, -18.26, -10.19, -15.07, -10.72,  -8.14,  -9.24, -15.97,  -9.83,  -8.73,  -1.34, -12.54,  -7.10, -10.18
197410,  18.81,  22.18,  21.72,   4.80,  13.24,  17.94,  29.00,  14.77,   9.77,  14.98,  17.83,  -3.33,  15.55,  13.00,   9.00,  21.10,  14.13
197411,  -3.44,  -1.68,  -4.07, -12.84,  -7.27, -10.06,  -0.19,  -5.54,  -1.40,   0.24,  -4.73,  -6.23,  -5.09,  -0.15,  -6.01,  -2.09,  -4.05
197412,  -0.45,  -6.03,   1.15,  -2.68,  -7.59,  -3.85,  -2.30,  -5.39,  -3.85,  -0.35,  -5.11,   0.52,  -6.04,  -0.83,  -3.44,  -2.69,  -3.21
197501,  20.42,  11.73,   4.62,  26.29,  20.30,  10.23,   2.37,  25.87,  17.75,  15.76,  13.38,  22.41,  18.06,  18.84,  26.84,  17.22,  15.26
197502,   5.45,   5.81,   2.43,   1.68,  13.11,   9.10,  11.28,   3.34,   1.64,   5.69,  12.64,   0.09,   5.87,   0.92,   5.13,   0.23,   6.38
197503,   5.53,   8.94,  -2.01,  15.69,   4.86,   6.00,   2.17,   8.54,  11.62,   3.33,   2.06,   7.11,   5.42,  -1.34,  11.16,   2.47,   1.76
197504,   1.04,  10.09,   7.44,   7.25,   8.48,  16.30,   1.48,   3.34,   9.51,   1.42,   5.74,   3.24,   6.07,  -1.58,   2.55,   1.38,   4.35
197505,   6.47,   7.76,  12.56,   2.95,   0.75,   0.33,   6.13,   5.34,  -5.08,   3.23,   5.13,   4.98,   3.20,   8.45,   4.06,   6.39,   5.52
197506,   5.08,   4.38,   6.69,   8.63,   3.84,   4.29,   1.33,   5.62,   6.37,   8.48,   2.71,   9.17,   5.81,  10.77,   7.41,   6.34,   4.37
197507,  -5.36,  -3.82,  -4.29,  -3.51,  -7.82,  -4.53, -10.76,  -5.69,  -6.59,  -3.64,  -8.23,   2.59,  -4.16,  -4.78,  -8.16,  -7.32,  -5.43
